Ano,Unidade_Geografica,Aprovacao_Ensino_Fundamental,Aprovacao_Ensino_Medio,Reprovacao_Ensino_Fundamental,Reprovacao_Ensino_Medio
2019,Rio Grande do Sul,88.4,76.9,10.5,17.0
2019,Rio Grande do Sul,88.1,76.7,10.8,17.2
2019,Rio Grande do Sul,90.3,81.9,8.6,13.2
2019,Mato Grosso do Sul,90.6,83.1,8.3,10.9
2019,Mato Grosso do Sul,91.1,83.3,7.9,11.1
2019,Mato Grosso do Sul,86.3,80.8,11.2,8.3
2019,Mato Grosso do Sul,95.4,92.8,4.6,4.1
2019,Mato Grosso do Sul,95.4,93.0,4.6,3.9
2019,Mato Grosso do Sul,,92.2,,5.3
2019,Mato Grosso do Sul,89.4,81.1,8.4,12.1
2019,Mato Grosso do Sul,89.5,81.3,8.3,12.3
2019,Mato Grosso do Sul,87.9,78.2,8.9,9.0
2019,Mato Grosso do Sul,89.6,95.5,9.6,4.5
2019,Mato Grosso do Sul,90.3,,9.1,
2019,Mato Grosso do Sul,85.8,95.5,11.9,4.5
2019,Mato Grosso do Sul,98.5,96.6,1.5,3.3
2019,Mato Grosso do Sul,98.5,96.7,1.5,3.3
2019,Mato Grosso do Sul,99.1,93.2,0.9,5.5
2019,Mato Grosso do Sul,89.6,81.7,9.1,11.7
2019,Mato Grosso do Sul,90.0,81.8,8.8,11.9
2019,Mato Grosso do Sul,86.2,80.0,11.3,8.5
2019,Mato Grosso,95.7,73.2,3.7,17.2
2019,Mato Grosso,95.6,72.8,3.8,17.3
2019,Mato Grosso,95.8,76.2,3.1,15.8
2019,Mato Grosso,,91.2,,8.2
2019,Mato Grosso,,91.8,,7.6
2019,Mato Grosso,,89.4,,10.1
2019,Mato Grosso,93.3,70.1,5.6,18.9
2019,Mato Grosso,93.1,69.4,5.8,19.3
2019,Mato Grosso,94.9,74.6,3.6,16.5
2019,Mato Grosso,97.1,79.7,2.6,20.3
2019,Mato Grosso,97.3,,2.5,
2019,Mato Grosso,96.4,79.7,2.9,20.3
2019,Mato Grosso,98.6,97.1,1.3,2.8
2019,Mato Grosso,98.6,97.1,1.3,2.8
2019,Mato Grosso,97.9,100.0,2.1,0.0
2019,Mato Grosso,95.3,71.3,4.0,18.3
2019,Mato Grosso,95.2,70.6,4.2,18.7
2019,Mato Grosso,95.8,76.1,3.1,15.9
2019,Goiás,96.1,92.9,3.3,5.2
2019,Goiás,96.2,92.9,3.2,5.1
2019,Goiás,94.5,93.0,4.8,5.4
2019,Goiás,96.9,89.8,3.1,9.4
2019,Goiás,96.9,89.6,3.1,9.6
2019,Goiás,,90.5,,8.9
2019,Goiás,95.6,92.4,3.4,5.3
2019,Goiás,95.7,92.4,3.4,5.4
2019,Goiás,95.5,93.7,3.3,3.9
2019,Goiás,95.4,90.4,4.0,4.4
2019,Goiás,95.5,90.4,3.9,4.7
2019,Goiás,94.3,90.3,5.1,2.2
2019,Goiás,98.8,96.6,1.1,3.0
2019,Goiás,98.8,96.6,1.1,3.0
2019,Goiás,95.9,97.2,4.1,2.2
2019,Goiás,95.5,92.3,3.8,5.5
2019,Goiás,95.6,92.3,3.7,5.5
2019,Goiás,94.5,92.4,4.8,5.8
2019,Distrito Federal,93.9,86.1,5.3,10.2
2019,Distrito Federal,94.0,86.1,5.3,10.2
2019,Distrito Federal,93.0,86.8,6.4,10.6
2019,Distrito Federal,96.3,87.4,3.7,11.6
2019,Distrito Federal,96.3,89.4,3.7,9.7
2019,Distrito Federal,,77.5,,21.1
2019,Distrito Federal,92.2,82.9,6.7,12.2
2019,Distrito Federal,92.2,82.7,6.8,12.3
2019,Distrito Federal,92.8,88.3,6.5,8.5
2019,Distrito Federal,98.8,96.4,1.2,3.6
2019,Distrito Federal,98.8,96.3,1.2,3.6
2019,Distrito Federal,97.6,98.1,2.4,1.9
2019,Distrito Federal,92.2,83.1,6.7,12.2
2019,Distrito Federal,92.2,83.0,6.7,12.2
2019,Distrito Federal,92.8,85.8,6.5,11.4
Fonte: Censo da Educação Básica 2019/INEP.,,,,,
2021,Brasil,96.8,90.8,2.0,4.2
2021,Brasil,97.0,91.0,1.9,4.2
2021,Brasil,95.0,87.9,2.9,5.3
2021,Brasil,97.3,86.4,2.6,11.7
2021,Brasil,97.3,87.2,2.6,10.9
2021,Brasil,100.0,80.7,0.0,16.8
2021,Brasil,96.4,89.8,2.1,4.4
2021,Brasil,96.5,89.9,2.1,4.4
2021,Brasil,94.6,88.4,3.3,4.5
2021,Brasil,96.3,93.7,2.2,3.4
2021,Brasil,96.7,94.4,2.1,3.1
2021,Brasil,95.1,87.7,2.9,5.1
2021,Brasil,98.9,98.5,0.9,1.3
2021,Brasil,98.9,98.6,0.9,1.2
2021,Brasil,97.3,91.2,2.2,3.1
2021,Brasil,96.3,89.8,2.2,4.6
2021,Brasil,96.6,89.9,2.1,4.6
2021,Brasil,95.0,87.8,2.9,5.3
2021,Norte,94.5,81.9,3.0,8.0
2021,Norte,95.3,81.7,2.6,8.3
2021,Norte,92.5,83.6,3.9,6.0
2021,Norte,98.8,85.3,1.2,12.3
2021,Norte,98.8,86.5,1.2,11.4
2021,Norte,,78.3,,17.8
2021,Norte,93.3,80.8,4.1,8.2
2021,Norte,93.5,80.3,4.1,8.7
2021,Norte,91.7,83.6,4.1,5.6
2021,Norte,94.5,97.3,2.8,0.0
2021,Norte,95.6,97.3,2.2,0.0
2021,Norte,92.6,,3.9,
2021,Norte,99.0,98.1,0.7,1.6
2021,Norte,99.0,98.3,0.7,1.5
2021,Norte,98.4,92.6,1.3,2.5
2021,Norte,94.2,80.9,3.2,8.4
2021,Norte,94.9,80.5,2.9,8.8
2021,Norte,92.5,83.4,3.9,6.0
2021,Nordeste,95.9,91.0,2.2,2.7
2021,Nordeste,96.1,91.2,2.1,2.7
2021,Nordeste,95.3,88.7,2.7,3.7
2021,Nordeste,97.9,84.8,2.1,12.6
2021,Nordeste,97.8,85.3,2.2,12.0
2021,Nordeste,100.0,80.6,0.0,17.0
2021,Nordeste,93.9,90.5,3.0,2.5
2021,Nordeste,94.3,90.6,2.7,2.5
2021,Nordeste,90.0,89.4,6.7,2.8
2021,Nordeste,95.5,85.0,2.5,4.8
2021,Nordeste,95.5,84.5,2.4,2.9
2021,Nordeste,95.5,85.2,2.6,6.1
2021,Nordeste,98.6,98.1,1.0,1.2
2021,Nordeste,98.7,98.5,0.9,1.2
2021,Nordeste,96.3,84.2,2.7,4.1
2021,Nordeste,95.3,90.3,2.5,2.9
2021,Nordeste,95.4,90.5,2.4,2.8
2021,Nordeste,95.3,88.9,2.7,3.6
2021,Sudeste,98.0,93.8,1.3,3.2
2021,Sudeste,98.0,93.8,1.2,3.2
2021,Sudeste,97.6,94.3,1.7,3.6
2021,Sudeste,96.8,90.3,3.0,8.7
2021,Sudeste,96.8,90.9,3.0,8.1
2021,Sudeste,,85.5,,12.8
2021,Sudeste,97.6,92.9,1.2,3.5
2021,Sudeste,97.6,92.9,1.2,3.5
2021,Sudeste,98.3,95.4,1.1,2.5
2021,Sudeste,97.9,96.0,1.4,2.8
2021,Sudeste,97.9,96.0,1.4,2.9
2021,Sudeste,97.4,96.7,1.9,2.3
2021,Sudeste,99.0,98.7,0.9,1.2
2021,Sudeste,99.0,98.7,0.9,1.2
2021,Sudeste,98.1,95.3,1.8,2.2
2021,Sudeste,97.8,92.9,1.3,3.6
2021,Sudeste,97.8,92.9,1.3,3.6
2021,Sudeste,97.6,94.2,1.7,3.7
2021,Sul,96.8,89.4,2.4,4.9
2021,Sul,96.8,89.4,2.4,4.9
2021,Sul,96.8,91.6,2.5,4.1
2021,Sul,97.2,86.5,2.7,11.4
2021,Sul,97.2,86.6,2.7,11.5
2021,Sul,,86.0,,11.0
2021,Sul,96.2,88.2,2.4,5.1
2021,Sul,96.2,88.0,2.4,5.2
2021,Sul,97.0,92.2,1.8,3.2
2021,Sul,96.7,86.8,2.8,5.3
2021,Sul,96.7,86.2,2.8,5.6
2021,Sul,96.7,90.4,2.8,3.2
2021,Sul,98.8,98.3,1.0,1.5
2021,Sul,98.8,98.3,1.0,1.5
2021,Sul,98.7,95.5,1.3,3.1
2021,Sul,96.5,88.1,2.6,5.4
2021,Sul,96.5,88.0,2.7,5.4
2021,Sul,96.8,91.4,2.5,4.1
2021,Centro-Oeste,96.9,89.5,2.7,8.3
2021,Centro-Oeste,97.0,89.9,2.6,7.9
2021,Centro-Oeste,95.4,82.6,4.0,14.3
2021,Centro-Oeste,97.2,82.0,2.8,16.6
2021,Centro-Oeste,97.2,84.9,2.8,13.9
2021,Centro-Oeste,,70.4,,27.5
2021,Centro-Oeste,96.5,88.4,3.1,9.0
2021,Centro-Oeste,96.5,88.7,3.1,8.8
2021,Centro-Oeste,96.0,83.8,3.4,12.9
2021,Centro-Oeste,96.5,86.8,3.0,6.2
2021,Centro-Oeste,96.6,84.5,2.8,7.6
2021,Centro-Oeste,95.0,92.8,4.3,2.7
2021,Centro-Oeste,99.2,98.6,0.8,1.2
2021,Centro-Oeste,99.2,98.7,0.7,1.2
2021,Centro-Oeste,97.8,95.7,2.1,2.8
2021,Centro-Oeste,96.5,88.1,3.0,9.3
2021,Centro-Oeste,96.6,88.5,2.9,9.0
2021,Centro-Oeste,95.4,82.1,4.0,14.8
2021,Rondônia,97.0,88.4,1.9,6.6
2021,Rondônia,97.1,88.7,2.0,6.5
2021,Rondônia,96.3,83.5,1.6,8.4
2021,Rondônia,,84.1,,15.0
2021,Rondônia,,86.5,,13.3
2021,Rondônia,,78.0,,19.5
2021,Rondônia,95.7,88.3,2.3,6.2
2021,Rondônia,96.1,88.5,2.3,6.3
2021,Rondônia,89.6,84.2,2.1,4.1
2021,Rondônia,97.9,,1.8,
2021,Rondônia,98.0,,1.9,
2021,Rondônia,97.7,,1.5,
2021,Rondônia,98.7,94.6,1.3,4.0
2021,Rondônia,98.6,95.4,1.4,4.5
2021,Rondônia,99.3,91.0,0.7,1.6
2021,Rondônia,96.9,88.0,2.0,6.8
2021,Rondônia,97.0,88.4,2.1,6.6
2021,Rondônia,96.2,81.9,1.6,9.9
2021,Acre,94.9,86.4,2.5,7.4
2021,Acre,95.8,86.1,2.6,9.1
2021,Acre,93.0,87.2,2.3,2.1
2021,Acre,93.6,84.1,6.4,14.5
2021,Acre,93.6,84.1,6.4,14.5
2021,Acre,94.5,85.9,2.8,7.4
2021,Acre,95.1,85.5,3.3,9.3
2021,Acre,92.9,87.2,1.6,2.1
2021,Acre,94.9,,2.3,
2021,Acre,96.4,,1.7,
2021,Acre,93.1,,3.0,
2021,Acre,99.8,98.9,0.2,0.9
2021,Acre,99.8,98.9,0.2,0.9
2021,Acre,94.7,85.8,2.6,7.7
2021,Acre,95.5,85.4,2.8,9.6
2021,Acre,93.0,87.2,2.3,2.1
2021,Amazonas,96.0,91.6,1.5,2.9
2021,Amazonas,97.3,91.6,0.9,2.9
2021,Amazonas,92.2,91.8,3.3,2.6
2021,Amazonas,98.2,87.2,1.6,11.6
2021,Amazonas,98.2,87.0,1.6,11.8
2021,Amazonas,,89.0,,9.7
2021,Amazonas,97.6,91.5,0.9,2.6
2021,Amazonas,97.7,91.4,0.9,2.6
2021,Amazonas,95.0,91.9,1.6,2.5
2021,Amazonas,94.9,,1.8,
2021,Amazonas,96.6,,0.9,
2021,Amazonas,92.0,,3.4,
2021,Amazonas,99.1,96.8,0.7,3.0
2021,Amazonas,99.1,96.8,0.7,3.0
2021,Amazonas,99.4,98.2,0.6,1.8
2021,Amazonas,95.8,91.4,1.5,2.9
2021,Amazonas,97.1,91.3,0.9,2.9
2021,Amazonas,92.2,91.8,3.3,2.6
2021,Roraima,96.1,86.7,2.4,8.5
2021,Roraima,95.9,85.8,2.8,9.4
2021,Roraima,96.8,89.8,1.4,5.2
2021,Roraima,99.4,87.5,0.6,11.8
2021,Roraima,99.4,94.1,0.6,5.3
2021,Roraima,,79.2,,20.0
2021,Roraima,93.9,86.1,3.9,8.6
2021,Roraima,93.0,84.7,5.1,10.1
2021,Roraima,95.4,91.1,2.0,3.2
2021,Roraima,97.7,,1.3,
2021,Roraima,97.4,,1.5,
2021,Roraima,99.2,,0.3,
2021,Roraima,99.5,98.3,0.5,1.7
2021,Roraima,99.5,98.3,0.5,1.7
2021,Roraima,,100.0,,0.0
2021,Roraima,95.9,86.1,2.6,8.8
2021,Roraima,95.5,85.1,3.0,9.9
2021,Roraima,96.8,89.7,1.4,5.2
2021,Pará,93.1,73.3,3.8,11.1
2021,Pará,93.7,73.0,3.5,11.5
2021,Pará,92.1,75.4,4.3,8.3
2021,Pará,99.9,87.1,0.1,7.8
2021,Pará,99.9,88.3,0.1,7.7
2021,Pará,,53.4,,8.8
2021,Pará,87.4,71.0,7.9,12.0
2021,Pará,87.2,70.3,8.1,12.6
2021,Pará,89.3,75.4,5.8,8.3
2021,Pará,93.3,97.3,3.5,0.0
2021,Pará,94.2,97.3,2.9,0.0
2021,Pará,92.1,,4.3,
2021,Pará,98.9,98.8,0.8,0.8
2021,Pará,98.9,98.9,0.7,0.8
2021,Pará,96.7,92.2,2.5,1.6
2021,Pará,92.6,71.3,4.1,11.9
2021,Pará,92.9,70.7,3.9,12.4
2021,Pará,92.1,75.3,4.3,8.3
2021,Amapá,89.8,77.1,8.1,15.4
2021,Amapá,90.1,77.0,7.8,15.7
2021,Amapá,88.4,77.6,9.2,13.8
2021,Amapá,,85.1,,14.0
2021,Amapá,,85.1,,14.0
2021,Amapá,85.2,74.8,11.9,16.7
2021,Amapá,85.0,74.4,12.1,17.2
2021,Amapá,85.8,76.9,11.2,14.1
2021,Amapá,94.0,,4.5,
2021,Amapá,94.3,,4.2,
2021,Amapá,92.6,,6.0,
2021,Amapá,99.3,98.2,0.3,1.4
2021,Amapá,99.5,98.9,0.2,0.9
2021,Amapá,92.3,91.2,4.5,6.6
2021,Amapá,88.9,75.3,8.8,16.5
2021,Amapá,89.0,75.0,8.7,17.0
2021,Amapá,88.4,76.9,9.2,14.1
2021,Tocantins,97.9,93.7,1.5,3.0
2021,Tocantins,98.2,94.1,1.2,2.6
2021,Tocantins,95.7,89.5,3.3,7.4
2021,Tocantins,,78.7,,18.9
2021,Tocantins,,78.9,,17.7
2021,Tocantins,,78.0,,21.9
2021,Tocantins,96.7,94.2,1.9,2.3
2021,Tocantins,97.1,94.4,1.5,2.1
2021,Tocantins,92.9,91.2,5.1,5.1
2021,Tocantins,98.4,,1.3,
2021,Tocantins,98.7,,1.1,
2021,Tocantins,96.8,,2.6,
2021,Tocantins,99.2,98.4,0.7,1.4
2021,Tocantins,99.2,98.6,0.7,1.3
2021,Tocantins,99.3,96.0,0.7,3.6
2021,Tocantins,97.8,93.5,1.6,3.1
2021,Tocantins,98.1,93.9,1.3,2.7
2021,Tocantins,95.6,89.2,3.4,7.6
2021,Maranhão,95.5,89.1,2.0,4.5
2021,Maranhão,95.6,89.6,1.9,4.3
2021,Maranhão,95.4,86.0,2.2,5.3
2021,Maranhão,98.0,79.8,2.0,17.7
2021,Maranhão,97.2,80.6,2.8,17.6
2021,Maranhão,100.0,77.4,0.0,18.0
2021,Maranhão,91.2,89.0,5.0,4.1
2021,Maranhão,95.6,89.4,2.2,4.0
2021,Maranhão,86.1,86.9,8.3,4.5
2021,Maranhão,95.3,93.6,2.0,0.6
2021,Maranhão,95.0,93.3,2.0,0.0
2021,Maranhão,95.6,94.0,2.0,1.6
2021,Maranhão,98.5,95.7,1.2,1.9
2021,Maranhão,98.5,97.8,1.2,1.8
2021,Maranhão,97.5,77.4,1.2,2.6
2021,Maranhão,95.2,88.7,2.1,4.6
2021,Maranhão,95.0,89.1,2.0,4.5
2021,Maranhão,95.4,86.3,2.2,5.4
2021,Piauí,97.4,94.3,1.2,1.2
2021,Piauí,97.5,94.5,1.1,1.1
2021,Piauí,97.4,90.8,1.4,1.9
2021,Piauí,,83.9,,15.2
2021,Piauí,,84.6,,14.4
2021,Piauí,,77.3,,22.2
2021,Piauí,97.5,94.6,0.1,0.2
2021,Piauí,97.5,94.8,0.1,0.2
2021,Piauí,95.0,92.2,1.4,0.0
2021,Piauí,97.3,77.7,1.3,4.7
2021,Piauí,97.2,75.6,1.2,6.6
2021,Piauí,97.4,82.8,1.4,0.0
2021,Piauí,98.5,97.8,1.2,1.6
2021,Piauí,98.5,97.8,1.2,1.6
2021,Piauí,99.0,98.5,1.0,1.5
2021,Piauí,97.3,93.9,1.2,1.1
2021,Piauí,97.2,94.1,1.1,1.1
2021,Piauí,97.4,90.8,1.4,1.9
2021,Ceará,99.5,97.8,0.2,0.3
2021,Ceará,99.5,97.8,0.2,0.3
2021,Ceará,99.7,98.1,0.1,0.6
2021,Ceará,98.9,81.5,1.1,16.3
2021,Ceará,98.9,82.1,1.1,15.5
2021,Ceará,,75.2,,23.8
2021,Ceará,98.7,98.0,0.0,0.0
2021,Ceará,98.6,97.9,0.0,0.0
2021,Ceará,99.1,98.8,0.0,0.0
2021,Ceará,99.6,,0.1,
2021,Ceará,99.6,,0.2,
2021,Ceará,99.7,,0.1,
2021,Ceará,99.1,98.8,0.5,1.0
2021,Ceará,99.1,98.8,0.5,1.0
2021,Ceará,99.8,81.8,0.2,0.0
2021,Ceará,99.6,97.7,0.1,0.3
2021,Ceará,99.6,97.7,0.2,0.3
2021,Ceará,99.7,98.2,0.1,0.6
2021,Rio Grande do Norte,90.2,74.6,6.1,10.7
2021,Rio Grande do Norte,90.2,74.7,6.0,10.9
2021,Rio Grande do Norte,90.1,73.6,6.8,6.9
2021,Rio Grande do Norte,100.0,91.1,0.0,7.5
2021,Rio Grande do Norte,100.0,91.2,0.0,7.3
2021,Rio Grande do Norte,,90.4,,9.3
2021,Rio Grande do Norte,84.4,69.1,8.1,12.5
2021,Rio Grande do Norte,84.4,69.1,8.1,12.7
2021,Rio Grande do Norte,84.4,67.4,8.8,6.1
2021,Rio Grande do Norte,89.1,,7.2,
2021,Rio Grande do Norte,88.7,,7.4,
2021,Rio Grande do Norte,90.4,,6.7,
2021,Rio Grande do Norte,98.3,98.1,1.4,1.6
2021,Rio Grande do Norte,98.3,98.1,1.4,1.6
2021,Rio Grande do Norte,97.3,96.8,2.1,0.0
2021,Rio Grande do Norte,88.0,71.5,7.4,11.9
2021,Rio Grande do Norte,87.5,71.4,7.6,12.2
2021,Rio Grande do Norte,90.0,73.5,6.9,7.0
2021,Paraíba,96.8,95.9,1.4,0.8
2021,Paraíba,96.8,95.8,1.4,0.8
2021,Paraíba,97.0,96.8,1.5,0.6
2021,Paraíba,100.0,88.5,0.0,10.3
2021,Paraíba,100.0,88.6,0.0,10.3
2021,Paraíba,,84.7,,9.9
2021,Paraíba,97.9,96.0,0.4,0.2
2021,Paraíba,98.1,96.0,0.2,0.2
2021,Paraíba,96.2,97.1,2.1,0.4
2021,Paraíba,96.2,73.8,1.8,7.3
2021,Paraíba,95.9,71.2,1.9,8.5
2021,Paraíba,97.1,90.2,1.4,0.0
2021,Paraíba,98.7,98.7,0.8,0.8
2021,Paraíba,98.7,98.7,0.8,0.8
2021,Paraíba,94.0,,3.5,
2021,Paraíba,96.5,95.5,1.5,0.8
2021,Paraíba,96.3,95.5,1.5,0.9
2021,Paraíba,97.0,96.8,1.5,0.6
2021,Pernambuco,97.2,94.1,2.2,4.5
2021,Pernambuco,97.4,94.5,2.0,4.2
2021,Pernambuco,96.2,87.9,3.1,8.6
2021,Pernambuco,98.3,83.5,1.7,13.3
2021,Pernambuco,98.3,85.1,1.7,11.4
2021,Pernambuco,,78.7,,18.7
2021,Pernambuco,94.7,93.8,4.4,4.6
2021,Pernambuco,96.0,94.2,3.3,4.4
2021,Pernambuco,86.2,88.6,11.6,7.7
2021,Pernambuco,97.2,93.7,2.2,5.5
2021,Pernambuco,97.2,,2.1,
2021,Pernambuco,97.1,93.7,2.3,5.5
2021,Pernambuco,98.4,98.4,1.2,1.2
2021,Pernambuco,98.4,98.4,1.2,1.2
2021,Pernambuco,93.4,98.4,6.0,1.6
2021,Pernambuco,96.8,93.6,2.5,4.9
2021,Pernambuco,97.0,94.0,2.3,4.6
2021,Pernambuco,96.2,87.7,3.0,8.7
2021,Alagoas,97.7,87.7,1.2,4.5
2021,Alagoas,97.3,87.6,1.5,4.6
2021,Alagoas,99.0,89.1,0.5,3.8
2021,Alagoas,,80.1,,14.2
2021,Alagoas,,80.1,,14.2
2021,Alagoas,91.8,86.5,4.7,4.5
2021,Alagoas,91.4,86.4,4.9,4.5
2021,Alagoas,97.6,89.1,1.6,3.9
2021,Alagoas,98.3,,0.8,
2021,Alagoas,97.9,,1.0,
2021,Alagoas,99.0,,0.4,
2021,Alagoas,98.7,97.9,0.9,1.6
2021,Alagoas,98.7,97.9,0.8,1.6
2021,Alagoas,96.6,100.0,2.9,0.0
2021,Alagoas,97.5,86.3,1.3,4.9
2021,Alagoas,96.9,86.1,1.6,5.0
2021,Alagoas,99.0,89.1,0.4,3.9
2021,Sergipe,97.7,94.8,0.9,2.1
2021,Sergipe,97.9,94.9,0.9,2.0
2021,Sergipe,97.0,92.5,1.2,3.8
2021,Sergipe,89.5,85.3,10.5,14.2
2021,Sergipe,89.5,85.5,10.5,13.8
2021,Sergipe,,85.0,,14.8
2021,Sergipe,98.5,94.3,0.4,1.9
2021,Sergipe,98.5,94.3,0.4,2.0
2021,Sergipe,98.1,94.3,0.0,1.1
2021,Sergipe,97.0,,1.2,
2021,Sergipe,97.0,,1.2,
2021,Sergipe,96.9,,1.2,
2021,Sergipe,98.9,98.9,0.7,0.9
2021,Sergipe,98.9,98.9,0.7,0.9
2021,Sergipe,99.1,,0.9,
2021,Sergipe,97.4,94.0,1.0,2.3
2021,Sergipe,97.5,94.1,0.9,2.2
2021,Sergipe,96.9,92.5,1.2,3.8
2021,Bahia,93.0,88.2,3.7,1.2
2021,Bahia,93.4,88.3,3.4,1.2
2021,Bahia,91.7,87.0,4.8,1.5
2021,Bahia,99.2,84.7,0.8,9.3
2021,Bahia,99.2,84.7,0.8,9.3
2021,Bahia,,100.0,,0.0
2021,Bahia,94.4,87.4,0.9,1.1
2021,Bahia,94.4,87.4,0.9,1.1
2021,Bahia,94.6,87.3,0.3,0.8
2021,Bahia,91.9,83.5,4.4,5.8
2021,Bahia,92.0,84.9,4.3,2.4
2021,Bahia,91.6,83.0,4.8,7.2
2021,Bahia,98.7,98.0,0.9,1.2
2021,Bahia,98.8,98.8,0.8,0.9
2021,Bahia,96.0,86.0,2.7,5.3
2021,Bahia,92.0,87.3,4.2,1.2
2021,Bahia,92.2,87.3,3.9,1.2
2021,Bahia,91.6,87.1,4.8,1.2
2021,Minas Gerais,97.9,92.0,1.3,4.5
2021,Minas Gerais,97.8,92.0,1.3,4.5
2021,Minas Gerais,98.7,93.5,0.8,4.2
2021,Minas Gerais,95.5,89.8,4.4,9.1
2021,Minas Gerais,95.5,90.8,4.4,8.3
2021,Minas Gerais,,85.8,,12.3
2021,Minas Gerais,97.0,91.3,1.7,4.7
2021,Minas Gerais,97.0,91.1,1.7,4.8
2021,Minas Gerais,99.0,96.3,0.6,1.5
2021,Minas Gerais,98.2,94.5,1.1,3.3
2021,Minas Gerais,98.2,94.5,1.1,3.2
2021,Minas Gerais,98.7,94.4,0.9,4.3
2021,Minas Gerais,99.3,98.6,0.7,1.2
2021,Minas Gerais,99.3,98.7,0.7,1.2
2021,Minas Gerais,97.0,92.5,2.8,3.3
2021,Minas Gerais,97.7,91.2,1.4,4.9
2021,Minas Gerais,97.6,91.2,1.4,4.9
2021,Minas Gerais,98.8,93.6,0.8,4.3
2021,Espírito Santo,96.8,91.5,2.5,6.2
2021,Espírito Santo,96.9,91.4,2.4,6.2
2021,Espírito Santo,95.9,92.3,3.6,5.7
2021,Espírito Santo,,87.9,,10.2
2021,Espírito Santo,,87.6,,10.3
2021,Espírito Santo,,89.1,,9.8
2021,Espírito Santo,95.4,90.9,3.9,6.6
2021,Espírito Santo,95.4,90.8,3.9,6.6
2021,Espírito Santo,95.1,94.1,4.5,5.1
2021,Espírito Santo,96.8,98.5,2.5,1.5
2021,Espírito Santo,96.9,,2.3,
2021,Espírito Santo,96.1,98.5,3.5,1.5
2021,Espírito Santo,99.3,98.2,0.7,1.3
2021,Espírito Santo,99.3,98.6,0.7,1.3
2021,Espírito Santo,97.8,92.6,0.8,1.4
2021,Espírito Santo,96.5,90.6,2.8,6.9
2021,Espírito Santo,96.5,90.6,2.7,6.9
2021,Espírito Santo,95.9,92.2,3.6,6.8
2021,Rio de Janeiro,96.7,93.4,2.4,4.7
2021,Rio de Janeiro,96.7,93.4,2.3,4.7
2021,Rio de Janeiro,95.5,92.9,3.2,4.5
2021,Rio de Janeiro,97.2,90.0,2.5,8.8
2021,Rio de Janeiro,97.2,90.7,2.5,8.2
2021,Rio de Janeiro,,74.6,,23.4
2021,Rio de Janeiro,96.1,92.4,2.9,5.3
2021,Rio de Janeiro,96.1,92.4,2.9,5.3
2021,Rio de Janeiro,95.9,93.4,2.9,3.8
2021,Rio de Janeiro,96.2,88.8,2.5,6.6
2021,Rio de Janeiro,96.3,88.8,2.5,6.6
2021,Rio de Janeiro,95.3,,3.3,
2021,Rio de Janeiro,98.0,97.9,1.7,1.8
2021,Rio de Janeiro,98.0,98.0,1.7,1.8
2021,Rio de Janeiro,97.7,97.0,2.2,3.0
2021,Rio de Janeiro,96.2,92.3,2.6,5.4
2021,Rio de Janeiro,96.2,92.3,2.5,5.4
2021,Rio de Janeiro,95.4,92.7,3.2,4.6
2021,São Paulo,98.6,94.8,0.8,1.9
2021,São Paulo,98.6,94.8,0.8,1.9
2021,São Paulo,99.0,96.6,0.7,1.7
2021,São Paulo,96.6,93.4,3.4,6.4
2021,São Paulo,96.6,93.4,3.4,6.4
2021,São Paulo,98.1,93.9,0.6,2.1
2021,São Paulo,98.0,93.9,0.6,2.1
2021,São Paulo,99.0,96.5,0.4,1.8
2021,São Paulo,98.8,97.3,0.9,2.2
2021,São Paulo,98.8,97.3,0.9,2.2
2021,São Paulo,99.1,97.3,0.8,1.6
2021,São Paulo,99.4,99.1,0.6,0.9
2021,São Paulo,99.4,99.1,0.6,0.9
2021,São Paulo,98.6,98.6,1.4,1.4
2021,São Paulo,98.4,94.0,0.8,2.1
2021,São Paulo,98.4,94.0,0.8,2.1
2021,São Paulo,99.1,96.5,0.7,1.8
2021,Paraná,97.7,96.2,2.1,2.6
2021,Paraná,97.7,96.2,2.0,2.7
2021,Paraná,97.6,97.0,2.2,2.1
2021,Paraná,99.4,89.8,0.6,9.6
2021,Paraná,99.4,89.8,0.6,9.5
2021,Paraná,,89.3,,10.7
2021,Paraná,97.9,95.9,1.6,2.8
2021,Paraná,97.9,95.9,1.6,2.8
2021,Paraná,98.4,97.2,1.2,1.9
2021,Paraná,97.2,,2.7,
2021,Paraná,97.2,,2.7,
2021,Paraná,97.0,,3.0,
2021,Paraná,98.7,98.8,1.1,1.0
2021,Paraná,98.7,98.8,1.1,1.0
2021,Paraná,98.9,96.3,1.1,3.5
2021,Paraná,97.5,95.8,2.2,2.9
2021,Paraná,97.5,95.7,2.2,3.0
2021,Paraná,97.6,97.0,2.3,2.0
2021,Santa Catarina,95.8,80.5,3.8,12.1
2021,Santa Catarina,95.7,80.4,3.8,12.2
2021,Santa Catarina,96.5,86.3,3.1,8.5
2021,Santa Catarina,94.2,86.6,5.5,10.9
2021,Santa Catarina,94.2,86.9,5.5,10.5
2021,Santa Catarina,,83.0,,16.2
2021,Santa Catarina,92.4,77.5,7.0,13.8
2021,Santa Catarina,92.3,77.3,7.1,13.9
2021,Santa Catarina,93.6,85.7,5.7,7.9
2021,Santa Catarina,97.0,97.7,2.6,1.7
2021,Santa Catarina,96.9,99.6,2.6,0.4
2021,Santa Catarina,97.7,94.3,2.1,4.1
